FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_1216_transcript
@Age of CHI:	 11.4
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************




*MOT:	do you see a ball?
*MOT:	okay.
*MOT:	gonna play?
%com:	mother gasps.
*MOT:	look at that.
*MOT:	this is a zem.
%com:	mother gasps.
*MOT:	a zem.
*MOT:	and a.
%com:	child grunts.
*MOT:	yeah.
(:30) *MOT:	can you say zem?
*CHI:	[xxx].
%com:	mother gasps.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	here.
*MOT:	you want to play ball?
*MOT:	hm?
%com:	mother gasps.
%com:	mother gasps.
%com:	child giggles.
*MOT:	yeah.
%com:	mother laughs.
*MOT:	what are you doing?
%com:	mother gasps.
*MOT:	what do you have?
*MOT:	what color is it?
*MOT:	do you know?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	say yellow.
(:60) *MOT:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	really?
*MOT:	and then what?
*CHI:	[xxx].
*CHI:	[xxx].
%com:	mother gasps.
*MOT:	is that a ball?
*MOT:	ball.
%com:	mother gasps.
*MOT:	woah.
*CHI:	[xxx].
(1:30) *MOT:	say ball.
*MOT:	ball.
*CHI:	[xxx].
*MOT:	oh yeah.
%com:	child laughs.
*CHI:	[xxx].
*MOT:	can you throw the ball?
*CHI:	[xxx].
*MOT:	oh you like the pillows do you?
*CHI:	[xxx].
*CHI:	[xxx].
%com:	mother gasps.
%com:	mother gasps.
%com:	mother giggles.
%com:	child giggles.
%com:	mother gasps.
*MOT:	woah.
*CHI:	[xxx].
(2:00) *MOT:	hm good noises.
*MOT:	oh you’re gonna go over the wall.
%com:	mother laughs.
*MOT:	no no.
*MOT:	leave your hat on.
*MOT:	leave the hat on.
*MOT:	nononononono.
*MOT:	leave the hat on sweetie.
*MOT:	oop did it fall down?
*MOT:	there we go.
*MOT:	nope.
*MOT:	we’re gonna leave the hat on just like we do at the park.
*CHI:	[xxx].
*CHI:	[xxx].
%com:	mother gasps.
*MOT:	look what I have.
*MOT:	oh.
*MOT:	is this a zem?
(2:30) *MOT:	huh?
*MOT:	 you want to come and see it?
*CHI:	[xxx].
*MOT:	 can you come and see it?
*CHI:	[xxx].
*MOT:	which one?
*MOT:	hey.
*MOT:	hey.
*MOT:	purple ball?
*MOT:	oh you like the stickers on the wall huh?
*MOT:	hey.
%com:	mother gasps.
*MOT:	look what I have.
*MOT:	look what I have.
*MOT:	which one do you want?
*MOT:	do you want the ball or zem?
*MOT:	hm?
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	I know you like the stuff on the wall. 
(3:03) *CHI:	[xxx].
*MOT:	I know.
*MOT:	I know.
*MOT:	so fun.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
%com:	child making spitting noises.
%com:	mother laughs.
*MOT:	is that so?
*CHI:	[xxx].
(3:30) *MOT:	no no.
*MOT:	over here please.
*CHI:	[xxx].
*MOT:	hi.
*MOT:	hi.
*CHI:	[xxx].
*MOT:	oh you’re so silly.
*MOT:	no.
*MOT:	oh nonono.
*MOT:	let’s leave our hat on sweetie.
*MOT:	leave our hat on.
*CHI:	[xxx].
*MOT:	oh.
*MOT:	leave our hat on.
*CHI:	[xxx].
*MOT:	good job.
*CHI:	[xxx].
%com:	mother gasps.
*MOT:	where are you going?
*MOT:	what are you doin?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	oh be careful.
(4:00) *MOT:	oh be careful.
*MOT:	oh.
%com:	mother laughs.
*MOT:	no.
*CHI:	[xxx].
*MOT:	I know.
*MOT:	come here.
*CHI:	[xxx].
*MOT:	here.
*MOT:	come here sweetie.
*MOT:	let’s come back over here for a second.
*MOT:	sit down.
*MOT:	let’s put your hat back on.
*MOT:	oh.
*MOT:	fancy hat.
%com:	mother gasps.
*MOT:	oh that’s such a good hat.
*MOT:	you’re being so good.
%com:	mother gasps.
*MOT:	here look.
*MOT:	[xxx].
*MOT:	[xxx].
(4:30) *MOT:	does it tickle?
*CHI:	[xxx].
*MOT:	[xxx].
*CHI:	[xxx].
*MOT:	[xxx].
*CHI:	[xxx].
*MOT:	oh yeah?
%com:	mother gasps.
*MOT:	what do we have?
%com:	mother gasps.
*MOT:	is that zem?
*MOT:	is it ticklish?
*CHI:	[xxx].
*MOT:	is that ticklish?
*MOT:	no you’re just interested in going over there to the table huh?
*CHI:	[xxx].
*MOT:	what about the ball?
*MOT:	[xxx] the ball.
*MOT:	here.
*MOT:	it’s.
*MOT:	nope.
(5:00) *CHI:	[xxx].
*CHI:	[xxx].
*MOT:	hi.
%com:	mother gasps.
*MOT:	look what I have.
*MOT:	max.
*MOT:	look what I have.
*CHI:	[xxx].
*MOT:	hey [xxx].
*MOT:	come here.
*MOT:	uhoh.
