FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_0814_transcript
@Age of CHI:	 9.6
@Date of Test:XXX
@Activities:	294d
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************





*MOT:	okay.
*MOT:	okay.
*MOT:	okay.
*MOT:	okay.
(:30) *MOT:	right.
*MOT:	all right.
*MOT:	okay. 
*MOT:	oh different pairs okay.
*MOT:	right.
*MOT:	oh.
*MOT:	zem.
%com:	mother laughs.
*MOT:	oh.
*MOT:	cool.
(1:00) *MOT:	circlecirclecircle.
%com:	mother whispering.
*MOT:	circlecirclecircle.
%com:	mother whispering.
*MOT:	these are cool.
*MOT:	I want circles like this?
*MOT:	huh?
*MOT:	okay.
*MOT:	let’s see what do we have here?
*MOT:	I know you still have your pen.
*MOT:	hm.
*MOT:	what do you think?
*MOT:	hi.
*MOT:	[xxx].
*MOT:	yeah.
*MOT:	we’re not gonna play with those.
*MOT:	we’re gonna play with these two.
*MOT:	we’ve got a zem.
*MOT:	zemzemzemzem.
*MOT:	hm?
%com:	mother gasps.
(1:30) *MOT:	you’ve got it.
%com:	mother whispers.
*MOT:	you want the ball?
*CHI:	[xxx].
*MOT:	hm?
*MOT:	one.
*MOT:	oop.
*MOT:	there’s the purple ball.
*MOT:	or the yellow zem?
*MOT:	which one do you want to play with?
*MOT:	the ball.
*MOT:	you wanna play with the ball.
*MOT:	you can put this in your mouth though.
*MOT: I bet it feels really good in your mouth huh?
*MOT:	I bet this zem feels really good in your mouth.
(2:01) *MOT: you want them both?
*MOT:	okay.
*MOT:	that works.
*MOT:	huh?
*MOT:	[xxx].
*MOT:	oh it’s harder to grab isn’t it?
*MOT:	hm?
*MOT:	you figured out how to grab the ball but not the zem?
*MOT:	okay go get it.
*MOT:	you can go get it.
%com:	child gasps.
*MOT:	oh my gosh.
*MOT:	lucy.
*MOT:	you are so afraid of things.
*MOT:	aren’t you right now?
*MOT:	oh my goodnesss.
*MOT:	you can go get it.
*MOT:	you can crawl around in here.
*MOT:	it’s safe.
*MOT:	it’s totally safe sweetie.
*MOT:	hm?
*MOT:	where you going?
*MOT:	where you going?
(2:30) *MOT:	Lucy.
*CHI:	[xxx].
*MOT:	where’s momma?
%com:	mother gasps.
*MOT:	hi.
%com:	mother giggles.
*MOT:	okay.
*MOT:	I’m gonna roll the ball to you.
*MOT:	ready?
%com:	mother gasps.
*MOT:	not impressed huh?
%com: 	mother gasps.
*MOT:	how about the zem?
%com:	mother laughs.
*MOT:	do you like the zem?
*MOT:	do you like the zem?
*MOT:	[xxx].
(3:00) *MOT:	yeah.
*MOT:	you got it.
*MOT:	there’s the ball.
*MOT:	baba ball.
*MOT:	baba ball.
%com:	mother gasps.
*MOT:	hi goosie!
*MOT:	you’re like oh give me my mama back.
*MOT:	give me my mama back huh?
*MOT:	give me my mama back.
*MOT:	give me my mama back.
*MOT:	huh?
*MOT:	oh.
(3:30) *MOT: give me my momma back huh?
*MOT:	ball.
*CHI:	[xxx].
*MOT:	mhm.
*CHI:	[xxx].
*MOT:	yeah that’s the ball.
*MOT:	where’d the zem go?
%com:	child squeals.
*MOT:	now you want the ball?
%com:	child squeals.
*MOT:	that kinda like your hello cat noise.
(4:00) *CHI:	child squeals.
*MOT:	you like that ball.
*MOT:	wow.
*CHI:	[xxx].
*MOT:	what happens if it goes next to the zem huh?
*MOT:	are you done with that pair of objects?
*MOT:	all right.
*MOT:	let’s play with something new huh?
*MOT:	hm.
*MOT:	let’s play with something new.
