FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_1612_transcript
@Age of CHI:	15.5
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
**NOTE: Transcript begins at 2:00
%com:	***********************************





*MOT:	byebye.
*MOT:	byebye.
*MOT:	yeah good throw little guy.
*MOT:	what color is this ball?
*MOT:	purple.
*MOT:	purple ball.
*MOT:	nice throw.
*MOT:	can you kick it?
*MOT:	can you kick the ball?
*MOT:	nice kick.
*MOT:	want mommy to kick it?
*MOT:	mommy kick the ball.
%com:	child laughs.
*MOT:	uhoh.
*MOT:	malcom fell down.
*CHI:	 [xxx].
*MOT:	uhoh.
*MOT:	one second.
(:30) *MOT:	let’s just fix that like right there.
*MOT:	hey.
*MOT:	[xxx].
*MOT:	mag.
*MOT:	waitwaitwaitwait.
*CHI:	[xxx].
*MOT:	[xxx] buddy.
%com:	child fusses.
*MOT:	all right let’s fix this.
*MOT:	you can go get the ball in just one second.
*MOT:	on malcom good boy.
*MOT:	[xxx] malcom.
*MOT:	good boy.
*MOT:	there we go.
*MOT:	get the ball.
*MOT:	come here.
(1:00) %com:	mother giggles.
*MOT:	throw.
*MOT:	good throw.
*MOT:	do you want mommy to kick?
*MOT:	you want to kick it yourself?
*MOT:	can you kick it?
*MOT:	kick.
*MOT:	backwards kick.
*MOT:	can you kick it forwards?
*MOT:	kick.
*MOT:	kick.
*MOT:	good job.
*MOT:	kick.
%com:	mother laughs.
*MOT:	kick.
*MOT:	kick.
*MOT:	can you give the ball to mommy?
(1:30) *MOT:	kick.
*MOT:	I’m gonna hit your tummy.
*MOT:	where’s your tummy?
*MOT:	that’s your tongue.
*MOT:	that’s your.
*MOT:	don’t.
*MOT:	don’t.
%com:	child squeals.
*MOT:	tummy.
*MOT:	tummy.
*MOT:	you want the ball?
*MOT:	[xxx] kick it more?
*MOT:	kick.
*MOT:	play soccer.
*MOT:	you’re playing soccer?
*MOT:	that’s a door jam.
*MOT:	hey look.
*MOT:	what’s this?
(2:00) *MOT:	a zem.
*MOT:	this is a zem.
*CHI:	[xxx].
*MOT:	zem.
*CHI:	[xxx].
*MOT:	you know what this is?
*MOT:	it’s a zem.
*MOT:	nice throw.
*MOT:	to malcom.
%com:	mother laughs.
*MOT:	hey malcom.
*MOT:	where’s the zem?
*MOT:	nice kick.
(2:30) *MOT:	kick the ball.
*MOT:	hey malcom.
*MOT:	can you go get the zem?
*MOT:	where’s the zem?
%com:	child fusses.
*MOT:	what do you want?
*CHI:	[xxx].
*CHI:	[xxx] zem.
*MOT:	zem.
*CHI:	[xxx].
*MOT:	you got that zem.
*MOT:	look.
*MOT:	nice throw.
*MOT:	want me to throw it back?
*MOT:	ready set go.
%com:	mother laughs.
(3:00) *MOT:	kick the ball.
*CHI:	kick.
*MOT:	kick the ball.
*MOT:	nice job.
*MOT:	kick.
*MOT:	watch me.
*MOT:	oops.
%com:	mother laughs.
*MOT:	kick.
%com:	child laughs.
*MOT:	ready?
*MOT:	all right I can [xxx] you.
%com:	child laughs.
*MOT:	kick.
(3:30) *MOT:	kick.
*MOT:	it’s a soccer ball.
*MOT:	look.
*MOT:	look at this.
*MOT:	I put the zem on my hand.
%com:	mother laughs.
*MOT:	on my hand.
*MOT:	do you want to put it on malcom’s hand?
*MOT:	on malcom’s hand.
%com:	mother laughs.
*MOT:	you’ve got the zem.
(4:00) *MOT:	you want to put it back on malcom?
%com:	child fusses.
*MOT:	you want help?
*CHI:	[xxx].
*MOT:	there you go.
%com:	child laughs.
%com:	mother laughs.
*MOT:	zem on.
*MOT:	on malcom.
*CHI:	[xxx].
*MOT:	on malcom.
*MOT:	that’s yucky.
*MOT:	is that yucky?
*CHI:	[xxx].
*MOT:	eye.
*MOT:	eye.
(4:30) *MOT:	where’s my nose?
*MOT:	where’s my nose?
*CHI:	nose.
*MOT:	nose.
*CHI:	this?
*MOT:	zem.
*MOT:	can you?
%com:	child fusses.
*MOT:	maclom can you say?
%com:	child fusses.
*MOT:	can you zem?
*CHI:	zem.
*MOT:	that’s good.
*MOT:	zem.
*MOT:	zem.
*MOT:	you want to put it back on?
%com:	mother laughs.
*MOT:	nice.
%com:	mother claps.
(4:59) *MOT:	you got it on by yourself
%com:	child fusses.
*MOT:	you need help?
*CHI:	yeah.
*MOT:	yeah?
*CHI:	[xxx].
*MOT:	there you go.
*MOT:	you want it to yourself?
%com:	mother laughs.
*MOT:	nice.
*MOT:	you got it on all by yourself.
*CHI:	[xxx].
(5:30) *MOT: you dropped the zem.
%com:	child fusses.
*MOT:	do you want help?
*CHI:	up.
*MOT:	up.
*CHI:	up.
*MOT:	help.
*CHI:	up.
*MOT:	here.
%com:	child squeals.
%com:	mother laughs.
*MOT:	there you go.
*MOT:	in it.
*CHI:	[xxx].
%com:	mother copies child’s sounds.
%com:	child squeals.
*CHI:	uhoh.
*MOT:	uhoh.
*MOT:	you dropped the zem.
(6:00) *MOT:	it’s a yellow zem.
*MOT:	yellow.
*CHI:	[xxx].
%com:	mother laughs.
*MOT:	you throwing the zem now?
*MOT:	nice throw.
*MOT:	you want me to throw?
*MOT:	ready set go.
%com:	child laughs.
%com:	mother laughs.
*MOT:	look watch.
*MOT:	I’ll throw it really high.
(6:30) %com:	mother laughs.
%com:	child laughs.
%com:	child laughs.
*CHI:	[xxx].
%com:	mother copies child’s sounds.
%com:	child squeals.
*MOT:	zem.
%com:	child squeals.
*MOT:	you’re yelling.
*MOT:	shhh.
*MOT:	shhh.
%com:	child squeals.
*MOT:	no. 
*MOT:	that’s too much yelling.
%com:	mother laughs.
%com:	child laughs.
%com:	mother laughs.
%com:	mother making sing songy voice.
%com:	child squeals.
*MOT:	don’t yell.
(7:00) *MOT:	don’t yell.
%com:	mother whispers.
*MOT:	zem.
%com:	mother laughs.
*MOT:	uhoh you dropped it.
%com:	mother laughs.
%com:	child laughs.
*MOT:	good throw.
(7:30) *MOT:	nice throw sir.
%com:	mother laughs.
%com:	mother laughs.
*MOT:	nice.
%com:	mother laughs.
%com:	mother laughs.
(8:00) *MOT:	you like to throw the zem?
*MOT:	yay malcom.
*MOT:	uhoh.
*CHI:	uhoh.
*MOT:	are you pooping?
*CHI:	poop.
*MOT:	are you pooping?
*CHI:	no.
*MOT:	bah.
*CHI:	bah.
*MOT:	don’t poop right now.
*CHI:	bah.
*MOT:	bah.
*CHI:	bah.
%com:	mother laughs.
*MOT:	nice throw.
(8:30) *MOT:	ready?
%com:	child laughs.
*MOT:	nice throw.
*MOT:	nice throw.
*MOT:	all right should we look at some more toys?
*MOT:	some different toys.
*CHI:	[xxx].
*MOT:	you want to see some different toys?
*MOT:	or you like the zem that much?
*MOT:	you know what?
*MOT:	we should we do a diaper change?
*MOT:	let me check your diaper ok?
(9:00) *MOT:	oh maclom.
*MOT:	come here.
*MOT:	can I just look?
*MOT:	come here.
*MOT:	oh let me look let me look.
*MOT:	yeah you pooped.
*MOT:	we should probably change your diaper.
*MOT:	want to play for a second more?
*MOT:	just don’t sit down.
*CHI:	[xxx].
