FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_0811_transcript
@Age of CHI:	 8.8
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************


 (00:42) *MOT:	what’s that?
(01:03) *MOT:	okay.
%com:	mom makes sounds.
*MOT:	oh hi baby.
%com:	sounds in the background.
(01:13) %com:	child picks up a toy and it makes a sound.
%com:	child plays with a toy and it makes sounds.
*MOT:	is that [xxx]?
(01:20) %com:	mom picks up the toy and it makes sounds.
%com:	child sighs.
%com:	child pushes toy and it makes sounds.
%com:	mom laughs.
*MOT:	are you pushing it?
%com:	sounds in the background.
%com:	child makes sounds.
*MOT:	pushing.
(01:30) *MOT:	pushing.
*MOT:	say pushing.
%com:	mom makes sounds.
%Com:	mom makes sounds.
*MOT:	pushing.
%com:	mom picks up toy and it makes a sound.
*MOT:	pushing.
(01:39) %com:	child grabs toy and it makes sounds.
*MOT:	pushing.
%com:	child drops toy and it makes sounds.
*MOT:	what?
(01:50) *MOT:	it’s a car.
%com:	child goes to grab toy and it makes sounds.
*MOT:	car.
*MOT:	car.
*MOT:	do you see the lights?
(02:00) *MOT:	are you looking at lights or a door?
%com:	child throws toy.
*MOT:	door.
*MOT:	car.
*MOT:	do you want the car?
(02:10) %com:	mom picks up the toy and makes sounds.
%com:	toy car makes sounds as mom pushes it around.
*MOT:	wow that’s a loud car.
%com:	toy car makes sounds as mom pushes it around.
%com:	mom makes sounds as she pushes the toy car around.
*MOT:	it’s squeaky.
%com:	mom makes sounds as she pushes the toy car around.
*MOT:	squeaky.
%com:	toy car makes sounds as mom pushes it around on the floor.
*MOT:	squeaky car.
%com:	toy car makes sounds as mom pushes it around on the floor.
(02:20) %com:	toy car makes sounds as mom pushes it around on the floor.
%com:	mom makes sounds as she pushes the toy car up the child’s leg.
*MOT:	is the car gonna drive up you?
%com:	mom makes sounds as she glides the toy car around the child’s body.
*MOT:	it drives on mommy.
%com:	mom makes sounds as she glides the toy car down her leg.
%com:	toy car makes sounds as it is pushed around.
%com:	mom laughs.
%com:	toy car makes sounds as it is pushed around.
*MOT:	see the car driving on mommy.
(02:29) %com:	mom makes sounds as she glides the toy car up her leg.
%com:	toy car makes sounds as it is pushed up the mom’s leg.
*MOT:	the car drives on [xxx].
%com:	mom makes sounds as she pushes the car over the child’s tummy and leg.
%com:	toy car makes sounds as it is being pushed over the child’s body.
(02:43) %com:	child makes sounds.
*MOT:	car.
%com:	toy car makes sounds as child goes to grab it.
*MOT:	car.
%com:	toy car makes sounds as child goes to grab it and plays with it.
*MOT:	car.
(02:50) %com:	toy car makes sounds as the child pushes it.
*MOT:	is it carpet?
*CHI:	[xxx].
*MOT:	yeah.
(03:01) %com:	child makes sounds.
*MOT:	lights.
*MOT:	hi lights.
*MOT:	are you waving to the lights?
*MOT:	hi.
(03:10) *MOT:	[xxx] no.
*MOT:	what else?
*MOT:	what all do you see?
%com:	child touches toy car and it makes sounds.
*MOT:	a car?
%com:	toy car makes sounds as child touches it.
(03:20) %com:	toy car makes sounds as child moves it.
*MOT:	car.
%com:	toy car makes sounds as child moves it.
%com:	mom makes sounds.
%com:	mom makes sounds.
*MOT:	here can you sit down?
(03:30) *MOT:	oh you want to stand?
*MOT:	stand up.
*MOT:	hi.
%com:	mom laughs.
*MOT:	hi.
*MOT:	are you waving to the dots on the wall?
(03:42) *MOT:	hi.
*MOT:	hello.
%com:	child makes sounds.
%com:	mom makes sounds as she sits child down.
*MOT:	want to sit down?
(03:52) %com:	child goes for the toy car and it makes sounds.
*MOT: 	car.
*MOT:	I sit down.
%com:	child puts car on the ground.
%com:	mom makes sounds.
(04:00) %com:	mom makes sounds as she pushes the car around.
%com:	mom laughs.
*MOT:	let me try some [xxx].
%com:	mom makes sounds as she plays with the toy car with her son.
%com:	child drops the toy car and it makes sounds.
*MOT:	it drives on [xxx].
(04:10) %com:	child drops toy car and it makes sounds.
%com:	child makes sounds.
%com:	child makes sounds as he plays with the toy car.
%com:	mom laughs.
*MOT:	car?
%com:	mom turns toy car over and it makes sounds.
*MOT:	it’s a door.
(04:20) %com:	toy car makes sounds as mom plays with it.
%com:	mom makes sounds as she plays with the toy car.
%com:	child grabs toy car and it makes noise.
(04:29) *MOT:	are you gonna balance that on your finger like that?
%com:	mom makes sounds as she swings toy back and forth on her finger.
*MOT:	would you like to do that?
*MOT:	balance.
*MOT:	and drop it.
%com:	child throws the toy car.
%com:	mom laughs.
*MOT:	yeah.
(04:40) %com:	mom laughs.
%com:	toy car makes noises as mom and child play with it.
*MOT:	yeah.
*MOT:	you wanna see something else?
%com:	mom pushes toy car and it makes noises.
*MOT:	do you wanna see something else?
*MOT:	or do you want to spend a little more time with this one?
*MOT:	mom turns the handle on the toy and it makes noise.
(04:51) *MOT:	it does something interesting.
%com:	mom turns the handle on the toy and it makes noise.
*MOT:	I’m not really sure what it is.
%com:	mom turns the handle on the toy and it makes noise.
(05:01) *MOT:	mom turns the handle on the toy and it makes noise.
*MOT:	handle.
*MOT:	turning.
%com:	mom turns the handle on the toy and it makes noise.
*MOT:	spinning.
%com:	child makes sounds.
(05:10) *MOT:	spinning.
*MOT:	you wanna try?
*MOT:	yeah.
%com:	child plays with toy and it makes noise.
*MOT:	spinning.
%com:	child plays with toy and it makes noise.
*MOT:	spinning.
%com:	child drops toy and it makes noise.
(05:21) %com:	child makes sounds.
*MOT:	here.
%com:	child plays with toy car makes sounds.
*MOT:	car.
%com:	child picks up toy car and it makes sounds.
*MOT:	wanna drive the car again?
%com:	mom makes noises as she pushes the car around the floor.
%com:	toy car makes noises as mom pushes it around the floor.
%com:	mom laughs.
(05:30) %com:	mom makes sounds.
*MOT:	try [xxx] this.
%com:	mom makes sounds.
%com:	mom makes sounds.
%com:	mom makes sounds.
(05:40) %com:	child picks up toy car and drops it making noises.
*MOT:	oh you dropped it.
*MOT:	dropped it.
%com:	child touches toy and it squeaks.
*MOT:	squeaky wheels huh?
*MOT:	squeaky.
(05:51) *MOT:	squeaky.
%com:	child makes noises.
*MOT:	what?
%com:	child makes noises.
*MOT:	what?
*MOT:	you wanna see something else?
%com:	child makes noises.
*MOT:	yeah.
%com:	child makes noises.
(06:00) *MOT:	okay.
*MOT:	let’s look at something else.
*MOT:	I’ll get something else.
