FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1225; MOM
@Filename:	XS_1225_transcript
@Age of CHI:	 13.1
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************







*MOT:	oh is that fun?
*MOT:	Kyla do you want to play with the ball?
*MOT:	yeah.
*MOT:	oh catch the ball.
%com:	mother laughs.
*MOT:	can you pass it back to me?
*MOT:	can you pass me the ball?
%com:	mother laughs.
*MOT:	pass me the ball Kyla.
*MOT:	oh I like it.
*MOT:	I like that purple ball.
*MOT:	can I have it?
*CHI:	[xxx].
*MOT:	oh you want to hold it?
*MOT:	okay.
*MOT:	it’s very nice.
*MOT:	oh where’s it going?
*MOT:	here comes the ball.
*MOT:	here comes the ball.
*MOT:	uhoh is a piece of the ball coming off? *MOT:	yeah we don’t want to eat that.
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	catch it.
*CHI:	[xxx].
*MOT:	ooh look at the Zem.
*MOT:	can you hear that sound?
%com:	mother rubs toy against floor to make a noise.
*MOT:	your turn.
*MOT:	do you want to try?
*CHI:	[xxx] this.
*MOT:	ooh yeah.
*MOT:	did you say what’s this?
*MOT:	that’s a Zem.
*MOT:	oh we’re not going to hold that.
*MOT:	do you want to see a new toy?
*MOT:	I’ll get you a new toy.
*MOT:	ooh car.
*MOT:	vroomvroomvroom.
*MOT:	red car.
*MOT:	beepbeep.
*MOT:	it’s going around Kyla.
*MOT:	it’s going around Kyla.
*MOT:	vroom.
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	yeah that’s a car. 
*MOT:	that’s right.
*MOT:	uhoh.
*MOT:	you’re on the run.
%com:	mother gasps.
*MOT:	mmm.
%com:	mother laughs.
*MOT:	can you pass it back?
*MOT:	can you pass me the car?
%com:	child laughs.
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	are you giggly?
*MOT:	yeah okay ready?
*MOT:	vroom.
*MOT:	can you make it come over here Kyla?
*MOT:	where are you going?
*CHI:	[xxx].
