FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1229; MOM
@Filename:	XS_1229_transcript
@Age of CHI:	 13.7
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************



*MOT:	Phillip.
*MOT:	Phillip.
*MOT:	he does.
*MOT:	ball.
*MOT:	get the ball.
*MOT:	okay.
*CHI:	[xxx].
*MOT:	ball.
*MOT:	ball.
*MOT:	I know.
*MOT:	you want to show her the ball.
*MOT:	show me the ball.
*MOT:	show mama the ball.
(00:00:30) *MOT:	show mama the ball.
*MOT:	ready?
*MOT:	go get it.
*MOT:	go get it.
*MOT:	go get the ball.
*MOT:	yay.
*MOT:	it’s a big toothbrush huh?
*MOT:	big toothbrush.
*MOT:	bounce.
*MOT:	ready?
*MOT:	want to bounce?
*MOT:	Phillip.
*MOT:	outlet yes.
(00:01:00) *MOT:	hey.
%com:	mother whistles.
*MOT:	look at mama.
*MOT:	remember.
*MOT:	zem.
*MOT:	zem.
*CHI:	[xxx].
%com:	mother whistles.
*CHI:	[xxx].
%com:	mother whistles.
*MOT:	here look.
*MOT:	watch this.
*MOT:	put it on.
%com:	mother laughs.
*MOT:	put it on.
%com:	mother gasps.
*CHI:	[xxx].
*MOT:	oh you have a big zem on your hand.
(00:01:30) *CHI:	[xxx].
*MOT:	you’re silly.
*MOT:	do you want up?
*CHI:	[xxx].
*MOT:	here.
%com:	mother gasps.
*MOT:	go get it.
*MOT:	go get it.
*MOT:	silly thing.
*MOT:	what’s it do?
*CHI:	[xxx].
*MOT:	what else?
%com:	mother gasps.
*CHI:	[xxx].
*MOT:	ooh.
*CHI:	[xxx].
*MOT:	what are these things?
*MOT:	brush.
(00:02:00) *MOT:	what’s this?
%com:	noise from toy.
*MOT:	tima.
*MOT:	and the manu.
*MOT:	what’s that?
*MOT:	hey.
*MOT:	you want to see this?
*MOT:	that one’s boring.
*CHI:	[xxx].
*MOT:	Phillip look.
(00:02:30) %com:	noise from toy.
*MOT:	ooh.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	you do it.
*MOT:	look.
*MOT:	you do it.
%com:	noise from toy.
*MOT:	you do it.
*MOT:	clap clap.
*CHI:	[xxx].
*CHI:	[xxx].
(00:03:00) *MOT:	the circle.
*CHI:	[xxx].
*MOT:	circles huh?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	lots of circles.
*MOT:	[xxx].
*CHI:	[xxx].
*MOT:	nono.
*MOT:	nono.
(00:03:30) *CHI:	[xxx].
*MOT:	here.
%com:	noise from toy.
*MOT:	do you want it?
%com:	mother laughs.
*MOT:	what about your brush?
*MOT:	big brush.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	big brush.
*MOT:	oh you found it [xxx].
(00:04:00) *MOT:	the ball.
*MOT:	what else do you wanna play with?
*MOT:	the car.
*MOT:	want to put brush back?
*MOT:	or do you like the brush?
*CHI:	[xxx].
*MOT:	[xxx] ball.
*MOT:	oh careful.
*MOT:	Phillip.
%com:	mother whistles.
*CHI:	[xxx].
(00:04:30) *MOT:	look.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	[xxx] circles.
%com:	overlapping speech mother and child.
*MOT:	hey what’s this?
*MOT:	Phillip.
%com:	noise from toy.
*MOT:	uhoh.
(00:05:00) *MOT:	manu.
*MOT:	do you want to play?
*MOT:	turn the wheel.
%com:	noise from toy.
*CHI:	[xxx].
(00:05:30) %com:	mother making noises.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	circle.
(00:06:00) *CHI:	[xxx].
*MOT:	[xxx] no.
*MOT:	[xxx].
%com:	child whines.
*MOT:	wear your hat.
*MOT:	wear your hat.
*CHI:	[xxx].
*MOT:	rub.
*MOT:	rub on [xxx] face.
*MOT:	hat.
(00:06:30) *MOT:	wear hat.
*MOT:	rub.
*MOT:	rub.
%com:	child whines.
%com:	mother laughs.
*MOT:	silly boy.
*MOT:	you better wear your hat okay?
(00:07:00) *MOT:	hey.
*CHI:	[xxx].
*MOT:	uhoh.
*CHI:	[xxx].
*MOT:	[xxx].
*MOT:	can mommy see your brush?
*MOT:	hey.
*CHI:	[xxx].
(00:07:30) MOT:	mister.
*CHI:	[xxx].
*MOT:	hat.
*MOT:	hat.
*MOT:	hat.
*MOT:	you have a hat on.
*MOT:	go get your toys.
*MOT:	go get the toys.
*MOT:	go get the toy.
(00:08:00) *MOT:	show mommy your toy.
*MOT:	show mommy your toy.
*MOT:	which toy you like that toy.
*MOT:	the brush.
*MOT:	oh.
%com:	mother laughs.
*MOT:	how about the car?
*CHI:	[xxx].
*MOT:	here’s your hat.
*MOT:	okay?
(00:08:30) *MOT:	here’s your hat.
*MOT:	wear your hat.
*MOT:	while you play with the car.
*MOT:	squeak.
%com:	noises from toy.
*MOT:	what?
*CHI:	[xxx].
*MOT:	go like this.
%com:	noise from toy.
%com:	mother gasps.
*MOT:	that made a loud noise.
*CHI:	[xxx].
(00:09:00) *MOT:	which one you want?
*CHI:	[xxx].
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	[xxx] echo?
*CHI:	[xxx].
*MOT:	can mommy have the brush?
%com:	mother gasps.
*MOT:	oh.
*MOT:	what about the car?
*MOT:	come on.
*MOT:	brush.
*MOT:	no I want the car.
(00:09:30) *MOT:	oh thank you.
*CHI:	[xxx].
*MOT:	the brush is your favorite huh.
*MOT:	hey.
%com:	noise from toy.
%com:	mother sighs.
*MOT:	buddy.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	[xxx] wear your hat.
*CHI:	[xxx].
*MOT:	let’s wear your hat.
*CHI:	[xxx].
(00:10:00) *MOT:	you don’t like the hat.
*MOT:	you like your bush.
%com:	mother makes brush noises.
*MOT:	oh bubba here.
*MOT:	almost done.
*MOT:	almost done.
*MOT:	no hat.
*MOT:	show me the show mommy the you want to look at this again? *MOT:	this makes a loud noise.
*CHI:	[xxx].
(00:10:30) *MOT:	wear your hat buddy.
*CHI:	[xxx].
*MOT:	hey.
*MOT:	I got you.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	you silly.
*MOT:	here put these over there. 
(00:11:00) *MOT:	pillows.
*MOT:	here’s your hat.
*MOT:	nonono.
*MOT:	nonono.
*MOT:	wear your hat.
%com:	child whines.
*MOT:	[xxx] brush your teeth.
%com:	mother making noises.
%com:	mother laughs.
*MOT:	mister.
*MOT:	do you want your brush.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	oh baby boy.
(00:11:30) %com:	mother laughs.
*MOT:	funny.
*MOT:	are you okay?
*MOT:	yeah.
*CHI:	[xxx].
%com:	mother laughs.
*CHI:	[xxx]
%com:	overlapping speech mother and child.
*MOT:	[xxx].
*MOT:	hey.
*MOT:	mister.
*CHI:	[xxx].
%com:	child laughs.
(00:12:00) *CHI:	[xxx].
*MOT:	you’re yelling at the circles.
*CHI:	[xxx].
%com:	mother gasps.
%com:	mother growls.
*CHI:	[xxx].
*MOT:	wear your hat and we’ll go play.
*MOT:	okay?
*CHI:	[xxx].
*MOT:	go get the ball.
*MOT:	where’s the ball?
*MOT:	where’s the ball?
*MOT:	oh bubba.
*MOT:	[xxx].
*MOT:	go get ball.
