FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1604; MOM
@Filename:	XS_1604_transcript
@Age of CHI:	 17.8
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************



*MOT:	oh he goes right for the ball.
*MOT:	so you just want me to play with each one until he gets bored and then swap out?
*MOT:	okay.
*MOT:	zem.
*MOT:	zem.
%com:	mother laughs.
*MOT:	can you say zem what is this funny thing?
(00:00:30) *MOT:	what is this funny thing?
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	what is this called?
*MOT:	can you say zem?
*MOT:	can you say zem?
*MOT:	zem.
*MOT:	can you say this?
*MOT:	ball.
*MOT:	purple ball.
*MOT:	purple ball.
*MOT:	[xxx] zem.
%com:	mother is singing.
(00:01:00) %com:	mother makes noises.
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	gah.
*MOT:	what do you see?
*MOT:	can you see [xxx] blue rug?
*MOT:	are we on a blue rug?
*MOT:	where’s the rug?
*MOT:	is this the rug?
*MOT:	rug.
*CHI:	[xxx].
*MOT:	can you roll the ball?
*MOT:	can you roll the ball to mommy?
*MOT:	roll the ball to mommy.
*MOT:	yay.
*MOT:	roll the ball.
(00:01:30) *MOT:	roll the ball wee.
*CHI:	[xxx].
*MOT:	wee.
*MOT:	you want more snacks?
%com:	mother makes noises.
*MOT:	would you like to play with the zem?
*MOT:	would you like to play with the zem?
*CHI:	[xxx].
*MOT:	zemzemzemzemzemzem.
%com:	child laughs.
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	zemzemzemzem.
%com:	child laughs.
*MOT:	zemzemzemzemzem.
*MOT:	tickletickletickletickle.
%com:	mother makes noises.
*MOT:	zemzemzemzemzem.
(00:02:00) *CHI:	[xxx].
%com:	mother makes noises.
%com:	child laughs.
*CHI:	[xxx].
%com:	mother makes noises.
*MOT:	boop.
*CHI:	[xxx].
*MOT:	which one is the zem?
*MOT:	zem.
*CHI:	[xxx].
*MOT:	which one is the zem?
*CHI:	[xxx].
*MOT:	that one.
*MOT:	good job.
*CHI:	[xxx].
*MOT:	good job.
*MOT:	is it fuzzy? *MOT:	is it fuzzy? *MOT:	is it fuzzy and yellow?
(00:02:30) *CHI:	[xxx].
*MOT:	yeah it’s fuzzy huh.
*CHI:	[xxx].
*MOT:	do you want do you want to hold it?
*MOT:	do you want to hold it?
*MOT:	no.
*MOT:	do you want to hold the ball?
%com:	bouncing noises.
*MOT:	snackssnackssnackssnackssnacks.
*MOT:	can mama have one?
*MOT:	can mama have one?
*MOT:	can mama have a snack?
*CHI:	[xxx].
*MOT:	circles.
*MOT:	do you see circles on the wall?
(00:03:00) *MOT:	do you see any lights?
*MOT:	any lights?
*MOT:	where are the lights?
*MOT:	yeah there.
*MOT:	lights.
*MOT:	yeah.
*MOT:	which one is the ball?
*MOT:	ball.
*CHI:	[xxx].
*MOT:	oh.
%com:	mother makes noises.
*MOT:	tickle your foot.
*MOT:	tickle your foot.
%com:	mother makes noises.
*MOT:	woop.
%com:	mother laughs.
(00:03:30) *MOT:	oh it’s stuck to your foot.
*MOT:	here it is.
*MOT:	oh uhoh.
*MOT:	would you like the ball?
*CHI:	[xxx].
*MOT:	yeah she’ll be back.
*MOT:	she’ll be back later.
*MOT:	does mommy look silly?
*MOT:	mama looks silly just like you.
%com:	mother doing a silly voice.
*MOT:	yeah.
*MOT:	do you want one of these?
%com:	mother makes noises.
*MOT:	can we try something different?
*MOT:	do you want to try this?
*MOT:	how about.
*CHI:	[xxx].
*MOT:	manu.
*MOT:	manu.
(00:04:00) *MOT:	I think I’m saying that right.
*MOT:	what is a manu?
%com:	noises from toy.
*MOT:	manu.
*MOT:	can you spin this?
*MOT:	wee.
*MOT:	can you do that?
*MOT:	ooh.
*MOT:	ooh.
*MOT:	say manu.
*MOT:	manu.
%com:	mother making noises.
*MOT:	manu.
(00:04:30) *MOT:	cool huh?
%com:	noises from toy.
*MOT:	you make it go around and around and around.
