FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1222; MOM
@Filename:	XS_1222_transcript
@Age of CHI:	 12.7
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************



*MOT:	and can I put the box down so that if I sit down with her?
*MOT:	okay.
*MOT:	okay okay.
*MOT:	okay.
*MOT:	and you’ll just knock on the door when you’re ready?
*MOT:	okay.
*MOT:	okay cool.
*MOT:	come on baby.
*CHI:	[xxx].
*MOT:	thank you.
*MOT:	come here.
*MOT:	Colette look at what mama has.
(00:00:30) *MOT:	look it.
*MOT:	look at what mama has.
*MOT:	what’s that?
*MOT:	is that a ball?
*MOT:	is that a ball?
*MOT:	are you eating the ball?
*MOT:	can you give the ball to mama?
*MOT:	thank you.
*MOT:	thank you.
*MOT:	can you take the ball back?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	what’s that one?
*MOT:	what did you find?
*MOT:	that’s a tima.
(00:01:00) *MOT:	a tima.
*MOT:	what is that?
%com:	noise from toy.
*MOT:	look at that.
*MOT:	whoa look the wheels go around and round.
%com:	noise from toy.
*MOT:	here you want to try it?
*MOT:	you’re getting the ball?
*MOT:	where’s the ball?
%com:	child is grunting.
(00:01:30) %com:	mother gasps.
*MOT:	where’s the ball?
*MOT:	give the ball to mama.
%com:	noise from toy.
%com:	child grunts.
*MOT:	give the ball to mama.
*MOT:	come here.
*MOT:	give it to mama.
*MOT:	it’s a purple ball.
*MOT:	do you like that ball?
%com:	child grunts.
*CHI:	[xxx].
*MOT:	[xxx] this one
*CHI:	[xxx].
*MOT:	thank you.
(00:02:00) *MOT:	let’s put the ball back.
*MOT:	vroomvroomvroom.
*MOT:	vroomvroomvroom.
*MOT:	that’s the car.
%com:	child grunts.
%com:	mother laughs.
*MOT:	vroomvroomvroom.
*MOT:	oh no the car flipped over.
*MOT:	vroomvroomvroom.
*MOT:	vroomvroomvroom.
%com:	noise from toy.
