FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1628; MOM
@Filename:	XS_1628_transcript
@Age of CHI:	 15.9
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************


*MOT:	are you going to go get it?
*CHI:	[xxx].
*MOT:	oh good.
*MOT:	yeah thanks.
*MOT:	byebye.
*MOT:	say byebye.
*MOT:	byebye.
*MOT:	where did she go?
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	all gone.
*MOT:	boy it echoes in here.
*MOT:	do you hear the echo?
(00:00:30) *MOT:	echo.
*MOT:	echo.
*CHI:	[xxx].
*MOT:	yeah and that is a very nice purple ball.
*MOT:	do you see that?
%com:	bouncing noise.
*MOT:	oh yes.
*MOT:	what a nice purple ball.
*MOT:	and right here yellow zem.
*MOT:	do you see it?
*MOT:	here it’s yellow.
*MOT:	look at this.
*MOT:	a yellow zem.
*MOT:	what are you going to do with that?
*CHI:	[xxx].
*MOT:	what do you do?
*CHI:	[xxx].
*CHI:	[xxx].
(00:01:00) *CHI:	[xxx].
*MOT:	that one’s not as nice to throw.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	there’s the ball.
*MOT:	yep you know the ball.
*MOT:	do you want to throw it to me?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	should we throw?
%com:	bouncing noises.
*MOT:	very good.
*MOT:	very good.
*MOT:	here you go.
*MOT:	bounce the ball.
*MOT:	bounce the ball.
(00:01:30) *MOT:	and throw the zem.
*MOT:	what if I hide this?
*MOT:	what if I hide the zem?
*CHI:	[xxx].
*MOT:	what are you going to do?
*MOT:	where is it?
*CHI:	[xxx].
*MOT:	here it is.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	the yellow zem.
*MOT:	can I hide it?
*MOT:	where is it?
*CHI:	[xxx].
*MOT:	where is it?
*CHI:	[xxx].
*MOT:	yellow zem.
*CHI:	[xxx].
*MOT:	here you go.
*MOT:	and the purple ball.
*MOT:	where is it?
*MOT:	where’s the ball?
*CHI:	[xxx].
*MOT:	there it is.
(00:02:00) *MOT:	yes very good.
*CHI:	[xxx].
*MOT:	uhoh.
*MOT:	hey let’s leave that on there.
*MOT:	let’s ooh ooh.
*MOT:	let’s leave that on there.
*MOT:	hi sweetie.
*MOT:	hey you’re okay.
%com:	mother gasps.
*MOT:	what did you find?
*MOT:	did you find the brush?
*MOT:	did you find a brush?
*MOT:	are you trying to brush your hair?
*MOT:	is that what you’re doing?
(00:02:30) *MOT:	brush your hair.
*MOT:	what about this?
*CHI:	[xxx].
*MOT:	this is a tima.
*MOT:	boy it looks like tweezers doesn’t it?
*MOT:	what are you going to do with that?
*CHI:	[xxx].
*MOT:	the brush you you know what to do with the brush don’t you?
*CHI:	[xxx].
*MOT:	you know what to do with the brush.
*CHI:	[xxx].
*MOT:	that’s the ball.
%com:	noises from toy.
*CHI:	[xxx].
(00:03:00) *MOT:	look at this.
%com:	noises from toy.
%com:	mother laughs.
*MOT:	hey we’re leaving that on there.
*MOT:	leave it on come on.
*MOT:	it’s okay.
*MOT:	but you did you found a very nice brush.
*MOT:	to brush your hair.
%com:	noises from toy.
*CHI:	[xxx].
*MOT:	do you see the ball?
*MOT:	and you found the car.
*MOT:	are we organizing them?
(00:03:30) *MOT:	here we go.
*MOT:	oh.
*CHI:	[xxx].
*MOT:	I know so many decorations on the wall aren’t there.
*CHI:	[xxx].
*CHI:	[xxx].
%com:	mother laughs.
*MOT:	I hear the echo.
*MOT:	I hear the echo.
%com:	mother is singing.
*MOT:	there’s the ball.
*CHI:	[xxx].
%com:	bouncing noises.
(00:04:00) *CHI:	[xxx].
*MOT:	and the zem.
*CHI:	[xxx].
*MOT:	what does the zem do?
*CHI:	[xxx].
*MOT:	and and the tima.
*CHI:	[xxx].
*MOT:	the brush.
*MOT:	what are we what are we looking at?
*CHI:	[xxx].
*MOT:	hmm?
*MOT:	tima.
*MOT:	and the manu.
*MOT:	look at this.
%com:	noises from toy.
*CHI:	[xxx].
*MOT:	that’s pretty neat isn’t it?
(00:04:30) *CHI:	[xxx].
*MOT:	there’s the ball.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	there it goes.
*MOT:	there it goes.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	oh let’s leave it on.
*MOT:	can we leave it on?
*MOT:	here.
(00:05:00) %com:	bouncing noise.
*MOT:	[xxx] how’s that?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	you’re doing great.
*MOT:	here’s this.
*MOT:	the zem and the ball.
*MOT:	what’s what’s this good for?
*MOT:	look at this.
*MOT:	there’s a little handle on there.
*MOT:	do you want to put your hand on it?
*MOT:	put your hand on the zem.
(00:05:30) *CHI:	[xxx].
*CHI:	[xxx].
*MOT:	you like the ball.
*MOT:	squishy.
*MOT:	it’s squishy.
*MOT:	squishy ball.
*MOT:	and it bounces.
*CHI:	[xxx].
*MOT:	there’s the ball.
*MOT:	there’s the zem over there.
*CHI:	[xxx].
*MOT:	which one is yellow?
*CHI:	[xxx].
(00:06:00) *MOT:	point to the yellow one.
*MOT:	where’s yellow?
*CHI:	[xxx].
*MOT:	which one’s yellow?
%com:	mother makes noises.
*MOT:	that one’s yellow.
*MOT:	can I hide it?
*MOT:	where did it go?
*MOT:	where’s the zem?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	there it is.
*CHI:	[xxx].
(00:06:30) *CHI:	[xxx].
*MOT:	oop.
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	boop.
*CHI:	[xxx].
*MOT:	here’s the zem.
*MOT:	tickletickletickletickletickletickletickletickle.
*MOT:	tickletickletickletickletickletickletickletickle.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	what a nice pillow.
(00:07:00) *MOT:	here’s the zem.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	it’s okay.
*MOT:	let’s leave it there.
*MOT:	leave it there.
*MOT:	Grace what’s next?
*MOT:	hey what’s this?
*CHI:	[xxx].
*MOT:	we have a car and a manu.
*CHI:	[xxx].
*MOT:	manu.
*CHI:	[xxx].
*MOT:	vroomvroom goes the car.
(00:07:30) %com:	noises from toy.
*MOT:	squeaksqueak goes the manu.
*CHI:	[xxx].
*MOT:	vroomvroom.
*MOT:	well that one squeaks too.
*MOT:	squeaksqueak.
*MOT:	that car squeaks.
*MOT:	does this one squeak?
%com:	noises from toy.
*CHI:	[xxx].
*MOT:	this one clicks.
*MOT:	[xxx] brush and the tima.
(00:08:00) *MOT:	oh let’s leave that there.
*MOT:	you found a brush.
*MOT:	don’t put it in your mouth.
*MOT:	nono.
*MOT:	what a nice brush.
*MOT:	what about the tima?
*CHI:	[xxx].
*MOT:	what about the tima?
*CHI:	[xxx].
*MOT:	look at that.
%com:	noises from toy.
*MOT:	this is pretty neat.
(00:08:30) *CHI:	[xxx].
*MOT:	oh you see the ball.
*MOT:	here you go.
*CHI:	[xxx].
*CHI:	[xxx].
%com:	mother gasps.
*MOT:	this could be a musical instrument.
%com:	noises from toy.
%com:	mother hums.
*CHI:	[xxx].
(00:09:00) *CHI:	[xxx].
*MOT:	what do you think?
*MOT:	a ball and a zem.
%com:	mother makes noises.
%com:	child makes noises.
(00:09:30) *MOT:	what noises are you making?
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	there’s the zem.
(00:10:00) *CHI:	[xxx].
*CHI:	byebye [xxx].
%com:	mother laughs.
*MOT:	yep she left.
*MOT:	tickletickletickletickletickletickletickletickletickle.
*MOT:	tickletickletickle.
*CHI:	[xxx].
*MOT:	oh those are shoes.
*MOT:	let’s not play with the shoes.
*MOT:	what about the car?
%com:	noises from toy.
(00:10:30) *MOT:	that’s noisy isn’t it?
*MOT:	the car and a manu.
%com:	noises from toy.
*MOT:	this could be a noise maker too couldn’t it?
*MOT:	it kind of looks like an instrument.
*MOT:	hey let’s let’s let’s let’s not play with the shoes.
(00:11:00) %com:	noises from toy.
*MOT:	clickclickclickclickclick.
*CHI:	[xxx].
*MOT:	should we sing?
*MOT:	she we go twinkle twinkle little star how I wonder what you are.
%com:	mother is singing.
*CHI:	[xxx].
*MOT:	up above the world so high.
*CHI:	[xxx].
(00:11:30) *CHI:	[xxx].
*MOT:	ball.
*MOT:	it’s a ball.
*CHI:	[xxx].
*MOT:	it’s a purple ball.
%com:	noise from toy.
*MOT:	okay.
*CHI:	[xxx].
(00:12:00) *CHI:	[xxx].
%com:	mother laughs.
*MOT:	they’re those are spots on the wall.
*CHI:	[xxx].
*MOT:	they’re circles.
*CHI:	[xxx].
*MOT:	they look like balls don’t they?
*CHI:	[xxx].
*MOT:	orange and blue and yellow and pink.
*MOT:	all those circles.
*CHI:	[xxx].
*MOT:	lots of circles on the wall.
(00:12:30) *CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
%com:	noises from toy.
*MOT:	there’s a blue circle.
%com:	noises from toy.
*CHI:	[xxx].
*MOT:	hey.
*MOT:	hey there.
*CHI:	[xxx].
%com:	noises from toy.
(00:13:00) *MOT:	what do you think of that?
*CHI:	[xxx].
*MOT:	the manu.
*MOT:	blue and white.
*CHI:	[xxx].
*MOT:	do you want to try to spin.
*CHI:	[xxx].
*MOT:	can you get the handle to go around?
*CHI:	[xxx].
*MOT:	here you go.
(00:13:30) *MOT:	yep the ball was in the box again.
*MOT:	don’t oh don’t put it in your mouth.
*CHI:	[xxx].
*MOT:	and the brush.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	well oh boy [xxx].
*CHI:	[xxx].
*MOT:	these two go together.
*MOT:	[xxx] go here.
*MOT:	this one goes in there.
*MOT:	and the ball goes in there.
*MOT:	yeah.
*MOT:	and the car goes in there.
(00:14:00) *MOT:	oh careful don’t throw.
*MOT:	and the manu goes in here.
*MOT:	do you want to put it in there?
*MOT:	put it in there.
*MOT:	yeah.
*MOT:	and the brush.
*MOT:	which one does the tima go in?
*MOT:	where’s it go?
*MOT:	match it up with the picture.
*MOT:	can you match it with the picture?
*MOT:	here.
*MOT:	this one goes in there.
*MOT:	can you can you reach?
*MOT:	there you go.
*MOT:	and the brush where does the brush go?
(00:14:30) *MOT:	there you go.
*MOT:	how’s that?
*MOT:	I think this could be a pretty neat noisemaker Grace.
%com:	noises from toy.
*CHI:	[xxx].
*MOT:	and those are pretty designs on those spots aren’t they?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	do you see those flowers?
(00:15:00) *CHI:	[xxx].
*MOT:	do you see the flowers?
*CHI:	[xxx].
*MOT:	and what’s on the door?
*MOT:	oh nothing’s on the door.
*MOT:	they’re on the wall.
*CHI:	[xxx].
*MOT:	those are very pretty circles.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
(00:15:30) *MOT:	hi.
*MOT:	yeah going okay.
*MOT:	okay.
*MOT:	yeah so she tried to pull it off.   
 
 

