FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1622; MOM
@Filename:	XS_1622_transcript
@Age of CHI:	 15.3
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************



*MOT:	what do we do with this?
*MOT:	do we go brushbrushbrushbrushbrush.
*MOT:	okay.
%com:	mother laughs.
*MOT:	are you going to brush your neck?
*CHI:	[xxx].
*MOT:	are you going to brush your neck?
*CHI:	[xxx].
*MOT:	wow [xxx]..
*MOT:	do you want to play with this?
*MOT:	this is zem.
*MOT:	it goes boop.
*CHI:	[xxx].
*MOT:	it goes no.
*MOT:	what about this one?
*MOT:	this is a tima.
*MOT:	you can go [xxx].
*MOT:	it can go [xxx].
(00:00:30) *MOT:	boopboopboopboop.
*MOT:	tima boopboopboop.
*MOT:	whoops.
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	look at this.
%com:	noises from the toy.
*MOT:	what do you think?
*MOT:	is that a tima?
%com:	noise from toy.
*MOT:	no you don’t want to play with that?
*CHI:	[xxx].
*MOT:	no.
*MOT:	well what.
(00:01:00) *MOT:	how about the how about the car?
*CHI:	[xxx].
*MOT:	does the car go zoomzoom?
*CHI:	[xxx].
*MOT:	zoomzoom.
*CHI:	[xxx].
*MOT:	no you don’t want to play with the car.
*MOT:	do you want to do you want to try putting the car back in the box?
*MOT:	we’ll leave the water right here.
*CHI:	[xxx].
(00:01:30) *MOT:	you just want the water.
*MOT:	do you want to drink some more?
*MOT:	mmm tasty water.
*MOT:	mmm.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	wawa.
*MOT:	yeah you have the water.
*MOT:	what color is this?
*MOT:	do you remember this is purple.
(00:02:00) *MOT:	that one’s yellow.
*MOT:	orange.
*CHI:	[xxx].
*MOT:	you’re all done?
*MOT:	do you want to play with the ball instead of the car?
*MOT:	what about this?
*MOT:	oh look at this.
*MOT:	look.
*MOT:	do you want to put your finger in?
*CHI:	no.
*MOT:	no?
*MOT:	do you want to turn this?
(00:02:30) *MOT:	are you going to turn it?
*MOT:	look at that.
*MOT:	is that kind of neat?
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	what do you think?
*MOT:	look you could put could put your finger in.
*CHI:	[xxx].
*MOT:	this is called this is called the manu.
(00:03:00) *MOT:	can you say manu?
*MOT:	do you want to turn the handle again?
*MOT:	what do you say?
*MOT:	do you want to turn the handle one more time?
%com:	noises from toy.
*MOT:	oh check that out.
*MOT:	[xxx] turn.
*MOT:	do you want to try holding it?
*MOT:	no you just want to play with the handle.
*MOT:	oop.  
*MOT:	look.
(00:03:30) *MOT:	does it turn?
*MOT:	you could try turning it some more.
*CHI:	[xxx].
*MOT:	yeah.
(00:04:00) *MOT:	look at that.
*MOT:	look at look at how the blue thing turns.
*MOT:	do you see how that turns?
%com:	mother coughs.
*MOT:	whoa whoa.
*MOT:	can you turn it like this?
*MOT:	what do you think?
*CHI:	[xxx].
*MOT:	do you want to hold it?
*MOT:	okay.
(00:04:30) *MOT:	you don’t say?
*CHI:	[xxx].
*MOT:	no don’t take the camera off.
*MOT:	look does mommy have one too?
*CHI:	mama.
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	yeah just like you.
*MOT:	look what’s this?
*CHI:	ball.
*MOT:	that’s right it’s a ball.
(00:05:00) *CHI:	[xxx].
*MOT:	do you want to hold the ball?
*MOT:	here shall we roll the ball?
*MOT:	look we can go like this.
*MOT:	hey [xxx].
*MOT:	look roll.
*MOT:	where’d he go?
*MOT:	where’s the ball?
*CHI:	[xxx].
*MOT:	there’s the ball?
*MOT:	do you want to pick it up?
*MOT:	whoa where are you going?
*MOT:	do you want to roll the ball some more?
*MOT:	we can [xxx].
*MOT:	where’d it go?
(00:05:30) *MOT:	can you go get the ball?
*CHI:	[xxx].
*MOT:	you don’t want to [xxx] ball?
*MOT:	oh you what’s that [xxx]?
*CHI:	[xxx].
*MOT:	it’s a car.
*CHI:	[xxx].
%com:	mother coughs.
*MOT:	and does the car go vroomvroomvroom?
*CHI:	mama.
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	yeah that’s water.
(00:06:00) *CHI:	[xxx].
*MOT:	yeah.
*MOT:	go get the ball.
*MOT:	do you want to look at the camera instead?
*MOT:	can you get the ball for me [xxx]?
*MOT:	get the ball.
(00:06:30) *MOT:	you can bring the water too.
*MOT:	but can you get that ball for me?
*CHI:	[xxx].
%com:	mother laughs.
*MOT:	come on.
*CHI:	[xxx].
*MOT:	can I have the water for a little bit?
*CHI:	[xxx].
*MOT:	no you just want your water bottle.
(00:07:00) %com:	mother coughs.
%com:	child coughs.
*MOT:	look.
*MOT:	are these two different kinds of brushes?
*MOT:	what do I do with the brush?
*MOT:	should I brush your hair?
*MOT:	should I brush your nose?
*MOT:	where’s your nose?
*CHI:	[xxx].
*MOT:	where’s your nose?
*MOT:	can you touch your nose?
*MOT:	you’re going to touch my nose?
(00:07:30) *MOT:	that’s right that’s your nose.
*MOT:	[xxx].
*MOT:	should I should I brush your neck?
%com:	mother makes noises.
*MOT:	how about your ear.
*MOT:	how about your hair?
*MOT:	what else?
*MOT:	should I go dododo?
*MOT:	can I go tickletickletickle?
*MOT:	how about this one?
*MOT:	if I go.
%com:	mother makes noises.
*MOT:	does that tickle a little bit?
*MOT:	if I go.
%com:	mother makes noises.
*CHI:	[xxx].
(00:08:00) %com:	mother clears throat.
*MOT:	[xxx].
*MOT:	what do you see see on the wall?
*MOT:	do you see some circles?
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	here can I have the water bottle please?
%com:	child whines.
*MOT:	Leah.
*MOT:	Leah [xxx].
%com:	child cries.
*MOT:	yeah I know.
(00:08:30) *MOT:	come here.
