FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_1205_transcript
@Age of CHI:	 12
@Date of Test: XXX
@Activities:	XXX
@Transcribed by:	GMRTrans; Checked by LS; Date:  XXX
%com:	TRANSCRIPTION BEGINS
%com:	***********************************





*MOT:	Oh.
*MOT:	look at that.
*MOT:	okay.
*MOT:	anything with wheels.
(:30) 
*MOT:	okay.
 (1:00) *where are you going?
*MOT:	[xxx] not gonna work.
*MOT:	okay.
*MOT:	[xxx] fingers.
*MOT:	mommy has a ball.
*MOT:	look.
*MOT:	look here.
*MOT:	mommy has a ball.
*MOT:	look.
*MOT:	come here.
*MOT:	what you want to do with the ball?
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	you want to throw it to me?
*MOT:	can you throw it?
*MOT:	good job-oh.
*MOT: 	give it to me.
*MOT:	thank you.
*MOT:	bye.
*MOT:	okay.
*MOT:	you want it back?
(1:30) *MOT:	you want the ball back?
%com:	mother gasps.
*MOT:	yeah.
*MOT:	look I have the ball.
*MOT:	you want to play with this?
*MOT:	this is called zem.
*MOT:	you want to play with that?
*MOT:	oh.
*MOT:	what does that feel like?
*MOT:	there’s the ball.
*MOT:	bouncebouncebounce.
*MOT:	does that bounce?
*MOT:	oh.
*MOT:	oh that bounces differently.
*MOT:	bouncebouncebounce.
*MOT:	should we see what this bounces like?
*MOT:	bounce.
(2:00) *MOT:	oh.
*MOT:	not so much.
*MOT:	yeah.
*MOT:	roll it.
*CHI:	[xxx].
*MOT:	you want to roll it?
*MOT:	roll.
*MOT:	roll.
*CHI:	[xxx].
*MOT:	roll.
*MOT:	roll.
*MOT:	roll.
*MOT:	roll.
*MOT:	yeah.
*MOT:	does this roll?
*MOT:	you want to see what that was?
(2:30) *MOT:	that doesn’t roll so much does it?
*MOT:	no.
*MOT:	but it kind of bounces.
*MOT:	yeah.
*MOT:	it’s got fun ways to pick it up.
%com:	child laughs.
MOT:	yeah.
%com:	mother giggles.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	you want to walk.
*MOT:	I know.
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
(3:00) *MOT:	can you get the ball?
*MOT:	can you walk to the ball?
*MOT:	you want to pick up the ball?
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	walk.
*MOT:	walk.
*MOT:	oh.
*MOT:	here.
*CHI:	[xxx].
*MOT:	can you kick the ball?
*MOT:	ready?
*MOT:	kick.
*MOT:	kick.
%com:	mother gasps.
*MOT:	look at that.
*MOT:	look at you kick.
*MOT:	oh.
*MOT:	good job.
*MOT:	look at it.
*MOT:	it went all the way over there.
*MOT:	can you kick that?
(3:30) %com:	mother gasps.
*MOT:	kick the zem.
*MOT:	yeah.
*MOT:	kick.
*MOT:	oh is it fun to step on?
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	go get the ball.
*MOT:	what do you want to get?
*CHI:	[xxx].
*MOT:	oh the zem.
*MOT:	yeah.
*MOT:	is that one more fun?
*CHI:	[xxx].
*MOT:	where you going?
*CHI:	[xxx].
(4:00) *MOT:	[xxx].
%com:	mother whistles.
%com:	mother gasps.
*MOT:	did that get you?
*MOT:	did that get you?
*MOT:	look.
*MOT:	there’s a car.
*MOT:	and a manu.
*MOT:	you want to come see?
*MOT:	come see.
(4:30) *MOT:	yeah.
*MOT:	oh.
*MOT:	you want to come see?
*MOT:	we’re not going outside right now.
*MOT:	no.
*MOT:	we’re not going outside right now.
*CHI:	[xxx].
*MOT:	I know it’s a door that opens.
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	you gonna come see about this?
*CHI:	[xxx].
(5:00) *MOT:	or do you want to see the car?
*MOT:	what do you wanna see?
*MOT:	vroomvroomvroom.
*MOT:	[xxx].
*MOT:	[xxx].
(5:30) *MOT:	vroom.
*MOT:	oh.
*MOT:	yeah.
*MOT:	does it look like it should go there?
*MOT:	set it down.
*MOT:	right side up.
*MOT:	doing a wheelie.
(6:00) *MOT:	you want to see this?
*MOT:	that’s called a manu.
*MOT:	you want [xxx]?
*MOT:	look.
(6:30) *MOT:	yeah.
*MOT:	or the [xxx] round and round.
*MOT:	yeah.
*MOT:	hi.
*MOT:	do I get a hug?
*MOT:	nope.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	what can you do with it?
*MOT:	does it go round and round?
*CHI:	[xxx].
*MOT:	can you roll it?
*MOT:	does it roll?
(7:00) *MOT:	hm kind of.
*MOT:	what can we do with that?
*CHI:	[xxx].
*MOT:	or oh I know what we could do.
*MOT:	look.
*MOT:	[xxx].
*MOT:	yeah.
*MOT:	[xxx].
*MOT:	[xxx].
*MOT:	bonk.
*MOT:	bonk.
(7:30) *MOT:	and it drives over your toes.
%com:	mother making driving noises.
*MOT:	[xxx].
%com:	mother laughs.
*MOT:	hi.
(8:00) *CHI:	[xxx].
*CHI:	[xxx].
%com:	mother copies child’s sounds.
*CHI:	hm.
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	what’s the matter?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	I got you.
*MOT:	you’re not gonna fall.
*CHI:	[xxx].
*MOT:	here.
*MOT:	there you go.
*CHI:	[xxx].
*MOT:	oh no.
*MOT:	you didn’t want [xxx].
(8:30) *MOT:	what is this?
*MOT:	this holds no interest to you at all does it?
*MOT:	no.
*MOT:	not so much.
*MOT:	[xxx].
*MOT:	tatatatata.
*CHI:	[xxx].
*MOT:	no?
*CHI:	[xxx].
*MOT:	you want to see the other toys?
*CHI:	[xxx].
*MOT:	there’s some more toys.
*CHI:	[xxx].
*MOT:	there’s a couple more toys.
(9:00) *MOT:	[xxx] you want to see those?
*MOT:	do you want to play with the car still?
*MOT:	oh.
*MOT:	squeeksqueeksqueeksqueek.
*MOT:	oh.
*MOT:	does it feel better when your fingers are not underneath it?
*MOT:	yeah.
*MOT:	what does that do?
(9:30) *CHI:	[xxx].
%com:	mother copies child’s sounds.
*MOT:	oh.
*MOT:	yeah.
*MOT:	[xxx].
*CHI:	[xxx].
*MOT:	where are you going?
*CHI:	[xxx].
*MOT:	where are you going?
*CHI:	[xxx].
*MOT:	you want to see the other toys?
*CHI:	[xxx].
*MOT:	oh.
*MOT:	there’s a tima.
*MOT:	[xxx].
*MOT:	tima.
*MOT:	and a brush.
(10:00) *MOT:	what can we do with that?
*MOT:	oh.
*MOT:	what can we do with that?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	what did we do with a brush this morning?
*CHI:	[xxx].
*MOT:	[xxx].
*CHI:	[xxx].
%com:	mother copies child’s sounds.
*MOT:	can you brush them?
*MOT:	here look.
%com:	mother gasps.
*MOT:	oh do they go together?
(10:30) *MOT:	yeah.
*MOT:	can you do that?
*MOT:	hm.
*MOT:	good job.
*MOT:	yeah.
*CHI:	[xxx].
(11:00) *CHI:	[xxx].
*MOT:	[xxx].
*CHI:	[xxx].
*MOT:	are you gonna go brush the door?
*CHI:	[xxx].
*MOT:	yeah?
*MOT:	oh.
*MOT:	how does that feel?
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	are you brushing the door?
*MOT:	oh Benjamin.
(11:30) *MOT:	get away from there.
*MOT:	oh.
*MOT:	are you cleaning the door?
*MOT:	you’re cleaning the door.
*CHI:	[xxx].
*MOT:	oh is it good to chew on?
*MOT:	does it taste yummy?
*MOT:	I bet it doesn’t.
*MOT:	I bet it doesn’t.
*MOT:	nope.
*MOT:	careful you don’t choke yourself.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	what else can you do with a brush?
(12:00) *MOT:	can you?
*MOT:	hm.
*MOT:	[xxx].
*MOT:	say yeah that’s what I want to do.
*MOT:	you want to take a look at this?
*MOT:	it’s got a nice little handle on it.
*MOT:	oh.
*MOT:	look.
%com:	child giggles.
(12:30) %com:	mother giggles.
*CHI:	[xxx].
*MOT:	hm.
*MOT:	oh I get to chew on it.
*MOT:	yes.
*MOT:	it does look like a toothbrush.
*MOT:	you are not incorrect on that.
*MOT:	yeah.
*MOT:	oh.
*MOT:	hey look.
*MOT:	look.
%com:	mother whistles.
*MOT:	Benjamin.
*CHI:	[xxx].
(13:00) *MOT:	are you going under the desk?
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	what happens when you bang it?
*MOT:	oh.
*MOT:	what happened there?
*MOT:	look.
*MOT:	uhoh.
(13:30) *MOT:	[xxx].
*MOT:	there we go.
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	don’t.
*MOT:	leave that alone please.
*MOT:	thank you.
*MOT:	nope.
(14:00) *CHI:	[xxx].
*MOT:	leave that alone please.
*CHI:	[xxx].
*MOT:	there we go.
*MOT:	nope.
*MOT:	we’re leaving that alone.
*MOT:	brushbrushbrushbrushbrush.
*MOT:	brushbrushbrush.
*MOT:	I’m gonna brush your toes.
%com:	mother gasps.
*MOT:	look.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
%com:	child giggles.
*MOT:	I know.
*CHI:	[xxx].
*MOT:	you’re so proud.
*CHI:	[xxx].
*MOT:	can you hold on to that?
*CHI:	[xxx].
*MOT:	okay.
(14:30) *MOT:	you’re okay.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	hug me.
*CHI:	[xxx].
*MOT:	where are you going?
*MOT:	where are you going?
*MOT:	be careful.
*MOT:	over my back.
*MOT:	you want to hold on to the.
*CHI:	[xxx].
*MOT:	I know.
*CHI:	[xxx].
*MOT:	nope.
*MOT:	no thank you.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	what are you doing there?
*MOT:	is that also fun to chew on?
(15:00) *MOT:	oh yuck.
*MOT:	what are you doin?
*CHI:	[xxx].
(15:30) *MOT:	where are you going?
*MOT:	you’re getting a little wobbly there hunny.
(16:00) *CHI:	[xxx].
*CHI:	[xxx].
*MOT:	[xxx].
*MOT:	you’re gonna be walking [xxx].
*MOT:	yeah.
*MOT:	oh that makes fun noises.
(16:30) *CHI:	[xxx].
*MOT:	can we sit for a second?
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	yeah?
*MOT:	sit for a second.
%com:	child fusses.
*MOT:	oh I know.
%com:	child fusses.
*MOT:	[xxx].
*CHI:	[xxx].
%com:	mother gasps.
%com:	mother makes noises.
%com:	mother gasps.
*CHI:	[xxx].
*MOT:	[xxx] tickle.
*MOT:	tickletickletickle.
*MOT:	tickletickletickle.
(17:00) *MOT:	[xxx] tickle.
%com:	child laughs.
*MOT:	tickletickle.
*CHI:	[xxx].
*MOT:	tickletickletickle.
%com:	child giggles.
*MOT:	should I do that one?
%com:	mother gasps.
*MOT:	tickletickletickle.
%com:	child giggles.
*MOT:	tickletickletickle.
*MOT:	does it tickle your hand?
*MOT:	tickletickletickle.
*MOT:	oh not the same way.
%com:	mother gasps.
*MOT:	tickletickletickle.
%com:	child laughs.
*MOT:	can you tickle momma?
(17:30) *MOT:	oh yeah.
*MOT:	tickletickletickle.
*MOT:	that probably doesn’t feel so good huh?
*MOT:	you want to tickle here?
*CHI:	[xxx].
*MOT:	now where are you going?
*CHI:	[xxx].
*CHI:	[xxx].
(18:00) *%com:	mother gasps.
*MOT:	tickletickle.
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	where are you going with those?
*CHI:	[xxx].
*MOT:	can you tickle me?
*MOT:	oh yeah.
*MOT:	you’re trying to tickle.
%com:	mother gasps.
*MOT:	tickle tickletickle.
(18:30) *MOT:	what is that?
*MOT:	here.
*MOT:	try holding it this way.
*MOT:	now try it.
%com:	mother gasps.
*MOT:	does that tickle?
%com:	child laughs.
*MOT:	yeah.
%com:	mother laughs.
*MOT:	 you did tickle yourself.
*MOT:	tickletickletickle.
%com:	child laughs.
*MOT:	tickletickletickle.
*MOT:	you tickled [xxx].
*MOT:	silly boy.
*CHI:	[xxx].
*MOT:	yeah.
*MOT:	you want to tickle momma?
%com:	child laughs.
%com:	mother laughs.
*MOT:	you want to tickle me again?
(19:00) *CHI:	[xxx].
*MOT:	[xxx] tickling.
*CHI:	[xxx.
*MOT:	silly tickling.
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
%com:	mother gasps.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	tickletickletickle.
%com:	mother laughs.
%com:	child laughs.
*MOT:	are you tickling yourself?
(19:30) *CHI:	[xxx].
*MOT:	you want to tickle momma?
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
(20:00) *CHI:	[xxx].
*MOT:	what can you do with that?
*CHI:	[xxx].
*MOT:	oops.
*MOT:	there we go.
*CHI:	[xxx].
*MOT:	can you brush the door?
*MOT:	[xxx] on the wall.
*MOT:	oh.
*CHI:	[xxx].
(20:30) *MOT:	I know.
*MOT:	[xxx].
*MOT:	didn’t you?
*CHI:	[xxx].
*MOT:	he’s away from the door.
*MOT:	he was trying [xxx].
*MOT:	yeah.
*MOT:	we’ve played with all three toys.
*MOT:	or all six I guess.
*MOT:	sure.
(21:00)

[End of Audio]	

Duration: 21 minutes

